@relation 'MultiLabelData-weka.filters.unsupervised.attribute.Remove-V-R61,88,84,96,79,23,97,62,87,57,60,24,104-117'

@attribute Att61 numeric
@attribute Att88 numeric
@attribute Att84 numeric
@attribute Att96 numeric
@attribute Att79 numeric
@attribute Att23 numeric
@attribute Att97 numeric
@attribute Att62 numeric
@attribute Att87 numeric
@attribute Att57 numeric
@attribute Att60 numeric
@attribute Att24 numeric
@attribute Class1 {0,1}
@attribute Class2 {0,1}
@attribute Class3 {0,1}
@attribute Class4 {0,1}
@attribute Class5 {0,1}
@attribute Class6 {0,1}
@attribute Class7 {0,1}
@attribute Class8 {0,1}
@attribute Class9 {0,1}
@attribute Class10 {0,1}
@attribute Class11 {0,1}
@attribute Class12 {0,1}
@attribute Class13 {0,1}
@attribute Class14 {0,1}

@data
-0.049296,0.035417,0.106366,-0.113311,-0.038045,-0.032137,-0.116773,-0.00906,0.113692,-0.018537,-0.008577,0.037857,1,1,1,1,0,0,0,0,0,0,0,1,1,1
-0.127468,-0.064925,-0.085045,-0.069652,0.043237,-0.048093,-0.034716,-0.110681,-0.03135,0.132779,-0.16191,-0.03218,0,1,1,0,0,0,0,0,0,0,0,1,1,0
0.021375,0.059794,0.266041,-0.063882,0.101213,-0.08322,0.159481,0.068098,-0.058012,0.196285,0.05219,-0.135138,1,0,0,0,0,1,1,0,0,0,1,1,1,0
0.087458,-0.059865,0.158117,-0.052411,-0.024981,0.030427,-0.055777,0.038553,0.022259,0.117663,-0.025715,-0.036183,0,0,1,1,0,0,0,0,0,0,0,1,1,0
-0.033188,-0.081655,-0.08556,-0.071984,0.024448,-0.057527,0.183497,0.051121,-0.073722,0.1556,-0.03698,-0.075253,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.05759,-0.036424,-0.073758,0.036057,0.022974,-0.11341,0.286396,0.085609,-0.037738,0.054676,0.044078,-0.132674,0,1,1,0,1,1,0,0,0,0,0,0,0,0
0.227771,-0.067772,-0.011939,-0.00284,-0.052467,-0.206273,-0.077121,0.213541,-0.076315,0.015651,0.214746,-0.102671,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.066834,0.148235,0.05952,0.065494,0.00045,0.097735,-0.186295,0.016957,0.086135,-0.144533,0.069193,0.034465,1,1,0,0,0,0,0,0,0,0,0,1,1,0
-0.020495,-0.060079,0.01658,-0.051539,-0.050731,-0.059297,-0.065815,-0.077336,-0.004127,0.143305,-0.014931,-0.117435,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0.04311,-0.066935,0.392428,-0.058038,0.148696,-0.058139,0.038497,0.108754,-0.057687,0.083967,0.067525,0.045653,1,1,1,1,1,0,0,0,0,0,0,0,0,0
-0.024022,0.051905,-0.024576,-0.009632,-0.06211,-0.049679,0.033319,-0.057356,-0.012882,0.105909,-0.045161,-0.153001,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.062948,-0.071311,-0.060778,-0.096637,-0.158788,0.049869,-0.01184,0.04993,-0.03908,0.17706,-0.157956,0.084424,0,1,1,0,0,0,0,0,0,1,1,1,1,0
0.020845,-0.028805,-0.046265,-0.018502,0.016328,0.07295,-0.016397,0.073798,-0.013927,0.026486,0.010958,0.075688,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0.037279,-0.026742,0.005256,-0.010728,-0.105806,-0.086696,-0.049201,-0.006045,-0.012478,0.065556,0.087478,-0.004084,0,1,1,0,0,0,0,0,0,0,0,1,1,0
-0.129967,-0.028147,-0.046178,-0.012178,-0.190419,0.153222,-0.013185,-0.062161,-0.003358,-0.111068,-0.075221,0.135514,0,0,0,0,0,0,1,1,1,0,0,1,1,0
0.1026,-0.056893,0.196229,-0.07686,0.131039,-0.030225,-0.046704,0.150024,-0.094502,-0.007251,0.019859,-0.031813,0,1,1,0,0,0,0,0,0,0,0,0,0,0
-0.030976,-0.083426,0.024313,-0.073815,-0.233677,0.185042,0.047675,-0.033403,-0.07439,-0.074239,-0.096863,0.026097,0,0,0,0,1,1,0,0,0,0,0,1,1,0
0.018731,0.2722,-0.075837,-0.045145,-0.013021,-0.134709,-0.033558,0.10484,0.275235,0.180207,0.053964,-0.098115,0,0,0,0,1,1,1,0,0,0,0,1,1,0
0.112259,-0.121648,0.023947,-0.097161,0.078762,-0.029,-0.016168,0.08117,0.044171,-0.004436,-0.034856,-0.001749,0,0,1,1,0,0,0,0,0,0,0,1,1,0
0.020998,0.028809,-0.015149,-0.027311,-0.016163,0.000158,-0.022029,0.106989,-0.034229,-0.041876,0.018386,-0.011152,0,1,1,1,0,0,0,0,0,0,0,1,1,0
0.014884,-0.038215,-0.06659,-0.014698,-0.076695,-0.020373,-0.026086,-0.101865,-0.019346,-0.138055,0.106067,0.020847,1,1,0,0,0,0,0,0,0,0,0,1,1,0
0.146192,-0.020249,0.024709,0.037779,0.111031,-0.053531,-0.025667,0.050209,-0.015151,-0.010935,0.208325,-0.062916,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.052277,0.04324,-0.053813,-0.034371,-0.014722,0.024097,-0.037753,0.072909,-0.030559,-0.0351,0.159288,0.044707,0,0,1,1,0,0,0,0,0,0,0,0,0,0
-0.091438,-0.020244,0.088072,-0.022736,-0.163237,0.12324,-0.061819,-0.134051,-0.091518,0.003093,-0.189101,0.175878,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0.036405,0.113696,-0.078283,-0.048225,-0.042212,-0.009196,-0.051576,-0.100051,-0.047426,-0.186961,-0.047095,0.077089,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0.06371,-0.06145,0.18391,0.10034,0.299319,0.010465,-0.056117,-0.034368,0.043956,0.015557,0.119513,0.019974,1,1,0,0,0,0,0,0,0,0,0,1,1,0
0.058794,0.174775,0.196053,0.071724,-0.047137,0.062623,-0.093621,0.104062,-0.090728,-0.177448,0.080866,0.104389,1,0,0,0,0,1,1,1,0,0,0,1,1,0
-0.063737,-0.020277,-0.072353,-0.035091,-0.026481,-0.110903,0.006129,-0.042468,-0.020104,0.220082,-0.014208,-0.128875,0,1,1,0,0,0,0,1,1,0,0,1,1,0
-0.098231,-0.054398,-0.072601,-0.043811,-0.01971,0.015824,0.108838,-0.128151,-0.038976,0.012721,-0.089038,0.011441,0,0,1,1,0,0,0,0,0,0,0,1,1,0
0.029434,-0.062387,-0.003593,0.066752,0.028328,0.094849,-0.036065,0.015449,0.049627,-0.029528,-0.160166,0.077141,0,1,1,0,0,0,0,0,1,1,0,1,1,0
-0.006776,-0.084407,-0.075894,-0.102009,-0.147382,0.059504,-0.064587,-0.115949,0.131381,0.13501,-0.102172,0.093201,0,0,0,0,1,1,0,1,1,0,0,1,1,0
-0.039777,0.089107,0.08888,0.080256,0.134457,0.128057,-0.09196,0.054407,0.153389,-0.133423,0.049086,0.025056,1,0,0,0,0,0,0,0,0,0,0,1,1,0
-0.225983,-0.061581,-0.082989,-0.049803,-0.14665,0.112267,0.085426,-0.173779,-0.042256,-0.216264,-0.103675,0.134788,0,0,0,1,1,0,0,0,0,0,0,1,1,0
-0.062574,-0.038322,-0.060202,-0.025915,0.07866,0.176007,-0.029179,-0.160175,0.022909,0.00501,-0.103975,0.171935,0,0,1,1,0,0,0,0,0,0,0,1,1,0
0.064426,-0.048049,-0.07501,-0.030932,0.336425,-0.029256,-0.035251,-0.128222,-0.02335,-0.134582,0.059765,-0.05719,1,1,0,0,0,0,0,0,0,0,0,1,1,0
-0.182814,-0.006451,-0.047919,-0.016361,0.025367,-0.07371,-0.03154,-0.08684,-0.02068,0.294181,0.002965,0.061796,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.112775,0.245227,-0.084466,0.305662,0.125233,-0.043613,-0.050102,0.076551,-0.042836,-0.07258,0.134393,-0.064812,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.015244,0.022824,0.008962,-0.064643,-0.080796,-0.015116,-0.032873,0.05047,0.021569,0.240332,-0.05643,-0.02432,1,1,1,1,1,0,0,1,1,0,0,1,1,0
0.014594,-0.085081,0.028172,-0.081668,-0.125018,0.013479,0.108208,0.061889,-0.023614,0.036751,0.082462,0.124218,0,0,1,1,1,1,0,0,0,0,0,1,1,0
0.079135,0.159,-0.064806,-0.044286,0.020833,0.033107,-0.054607,0.03109,0.100847,-0.00452,0.063267,-0.08317,0,0,1,1,0,0,0,0,0,0,0,1,1,0
0.047037,-0.121389,-0.008855,-0.119411,-0.054653,-0.035142,-0.026158,0.269229,-0.128451,0.003394,0.028828,-0.01929,0,1,1,1,0,0,0,0,0,1,1,1,1,0
-0.135914,-0.034123,-0.055564,-0.017908,-0.00056,-0.000099,0.015531,-0.15472,-0.015272,0.098173,-0.043152,0.106012,0,0,1,1,0,0,0,0,0,0,0,1,1,0
0.012575,0.15264,0.100169,-0.072408,0.074112,-0.040438,-0.076268,-0.019351,-0.075025,-0.056422,0.000824,0.008524,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.159881,-0.023171,-0.043593,-0.020879,-0.191285,-0.046312,0.010282,0.020859,-0.012608,0.03572,0.12424,-0.025065,0,0,0,0,0,0,0,1,1,0,0,0,0,0
-0.009946,0.142873,0.153118,0.148817,-0.04715,0.123566,-0.112053,0.010455,0.196231,-0.165249,-0.009051,0.087105,1,1,0,0,0,0,0,0,0,0,0,1,1,0
0.008282,-0.147339,-0.019727,-0.19882,-0.061954,0.065668,0.147517,-0.035755,-0.164904,0.002978,0.000738,0.067969,0,1,1,0,0,0,0,0,0,0,0,0,0,0
-0.063392,-0.029276,-0.049146,-0.013181,-0.128663,0.025249,-0.016351,-0.088741,0.01091,0.136785,-0.008389,0.110323,0,0,0,0,0,0,1,1,0,0,0,1,1,0
-0.005202,-0.021694,-0.039901,-0.028376,-0.176509,-0.084398,-0.031774,-0.03989,0.003873,-0.066551,-0.065587,0.133234,0,0,1,1,0,0,0,1,1,0,0,0,0,0
0.031949,-0.048022,-0.042391,0.060147,0.098656,-0.12485,-0.043491,-0.006005,0.037258,0.13912,-0.02331,-0.022549,0,0,0,0,1,1,1,1,0,0,0,1,1,0
-0.052766,-0.019157,-0.007317,0.153713,-0.058521,-0.026183,-0.049572,0.090956,0.000469,-0.04734,-0.044712,-0.076334,0,0,0,0,0,1,1,0,0,0,0,0,0,0
-0.018888,-0.026484,-0.066626,-0.043901,-0.114389,-0.129457,-0.047602,0.231519,-0.041053,0.023824,-0.030903,-0.126271,0,0,1,1,0,0,0,1,1,0,0,1,1,0
-0.043574,-0.084907,-0.039988,-0.079516,-0.042828,-0.0342,0.291023,-0.118967,-0.083101,0.135903,-0.01753,-0.009765,0,1,1,0,0,0,0,0,0,0,0,1,1,0
-0.014962,-0.114185,-0.022157,-0.172164,0.034624,-0.027565,0.106775,0.248163,-0.150656,0.001138,-0.030199,-0.02644,0,0,0,0,0,0,1,1,0,0,0,1,1,0
-0.048903,-0.039371,0.268549,-0.062735,0.02294,0.020808,-0.066564,-0.003648,0.114912,0.032812,-0.071224,0.017313,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.118239,0.072333,-0.082145,0.025082,-0.032154,-0.002402,-0.02557,-0.032691,0.078399,-0.061695,-0.090806,0.046496,0,0,0,0,0,0,0,0,0,1,1,0,0,0
-0.160893,0.121195,0.063586,-0.093065,-0.025391,0.052892,-0.146472,-0.247365,-0.033523,-0.137765,-0.212379,0.104093,0,0,0,0,1,1,1,1,0,0,0,1,1,0
-0.064046,-0.075649,-0.088917,-0.068676,0.001609,-0.011155,0.063053,-0.198248,-0.008136,-0.056653,-0.169954,0.000024,0,0,0,0,1,1,0,0,0,0,0,1,1,0
-0.034635,-0.055603,-0.017414,-0.020271,-0.177765,0.111999,-0.040667,0.010047,-0.046022,0.307937,-0.005966,0.093612,0,0,1,1,0,0,0,0,0,0,0,1,1,0
-0.115204,0.063058,-0.016353,0.029335,-0.046699,0.132329,0.004234,-0.027295,-0.064268,-0.125325,-0.17597,0.177143,0,0,0,0,1,1,1,1,0,0,0,1,1,0
0.23438,0.048885,0.016974,-0.007755,0.074021,0.020255,0.015192,0.146232,0.094312,-0.0297,0.171483,-0.041096,1,1,0,0,0,0,0,0,0,0,0,1,1,0
-0.053283,-0.064703,0.030601,-0.102138,0.015616,-0.024992,0.026744,0.206969,-0.072591,0.035786,-0.015619,0.04645,0,1,1,0,0,0,1,1,0,0,0,1,1,0
0.014717,0.066252,0.117326,0.092292,0.067876,-0.12781,-0.012834,0.093089,0.167994,-0.032709,0.119541,-0.07353,0,0,0,0,0,1,1,0,0,0,1,1,1,0
-0.0596,0.014156,0.509193,0.061231,0.049407,0.062405,-0.038471,0.018976,0.091328,0.046024,-0.038138,0.037784,0,0,1,1,1,1,0,0,0,0,0,0,0,0
-0.045239,-0.048294,-0.071285,-0.037069,-0.085733,-0.014481,-0.040541,0.067481,-0.033533,0.07588,-0.129678,-0.029752,0,0,1,1,0,0,0,0,0,0,0,1,1,0
-0.03523,-0.022509,-0.053729,-0.012384,-0.036041,-0.012183,-0.017976,-0.094512,0.003685,0.071533,0.040212,0.03992,0,0,0,0,0,0,1,1,0,0,0,1,1,0
-0.230555,-0.021875,-0.041461,-0.016179,-0.116131,0.117486,-0.017997,-0.185318,-0.005968,-0.043793,-0.101743,0.169685,1,1,0,0,1,1,0,0,0,0,0,1,1,0
0.001831,-0.089897,0.021747,-0.080913,-0.000714,-0.033327,-0.050085,-0.010579,-0.086291,0.045958,-0.023232,-0.024207,0,0,0,0,1,1,1,1,0,0,0,1,1,0
-0.027914,-0.054711,-0.070651,-0.043959,0.015387,0.156213,-0.034599,-0.088488,0.017342,-0.066974,-0.236349,0.102962,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.036792,-0.207298,-0.024091,-0.17122,-0.118232,-0.031564,0.009228,0.13431,-0.145791,0.095719,-0.010792,-0.022562,0,1,1,1,0,0,0,1,1,0,0,1,1,0
-0.085081,-0.038409,-0.069855,-0.024313,-0.209167,0.099492,0.014284,-0.033101,-0.015261,0.326589,-0.074763,0.117523,0,1,1,0,0,0,0,0,0,0,0,1,1,0
-0.103912,-0.03716,-0.059884,-0.015002,-0.013246,-0.077125,-0.01318,-0.130331,-0.009398,0.046044,-0.041068,0.014491,1,1,0,0,0,0,0,1,1,0,0,0,0,0
0.040089,0.155719,0.22424,0.161606,-0.054425,0.051788,-0.052459,-0.05951,0.342413,0.074179,0.018827,-0.145931,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.127612,-0.035239,-0.054532,-0.020358,-0.047604,0.099364,-0.010403,0.041629,-0.009755,0.09844,-0.159742,0.127148,0,0,1,1,0,0,1,1,0,0,0,1,1,0
-0.243066,-0.011184,-0.069809,-0.02442,-0.184103,0.153849,0.016192,-0.157112,-0.016084,-0.236087,-0.128163,0.202656,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0.125455,-0.043521,-0.063615,-0.034006,-0.014559,-0.128522,-0.037048,0.108784,-0.031231,-0.03394,0.161423,-0.080946,0,0,0,0,0,0,0,0,0,1,1,0,0,0
-0.094313,-0.131164,-0.100543,-0.120534,0.102994,-0.104717,0.062695,0.042775,0.012122,0.038138,-0.038215,-0.060087,1,1,0,0,1,1,0,0,0,0,0,1,1,0
0.003591,-0.053382,0.098002,-0.039337,0.140151,-0.143438,0.164953,-0.017124,-0.000508,-0.097822,0.096867,-0.105496,0,1,1,0,1,1,0,0,0,0,0,1,1,0
-0.03317,-0.067205,-0.09072,0.049625,0.050945,0.086882,0.287789,0.017956,0.130766,0.09619,-0.129528,0.089817,0,0,0,0,0,0,0,0,0,0,0,1,1,0
-0.085356,0.04017,0.116795,0.059746,-0.122613,0.1058,0.18485,0.009593,0.168773,-0.121203,-0.194007,0.063463,1,0,0,0,0,0,0,0,0,0,0,1,1,0
-0.014736,-0.065222,-0.088627,-0.057422,0.040738,0.036633,0.023668,0.15673,-0.057676,0.001341,-0.092957,-0.0092,0,0,1,1,0,0,0,0,0,0,0,1,1,0
-0.057105,-0.040699,-0.055597,-0.011223,0.11833,-0.027281,0.03371,-0.078019,-0.003838,-0.081319,-0.029996,-0.122257,0,0,0,0,1,1,1,1,0,0,0,1,1,0
-0.264245,-0.07219,-0.100825,-0.062562,-0.0923,0.109901,0.137799,-0.185438,-0.056173,-0.204368,-0.10077,0.118456,0,1,1,1,1,0,0,0,0,0,0,1,1,0
0.075858,-0.005073,0.215319,0.23517,0.023138,-0.014955,-0.065796,0.04627,-0.047708,0.048566,0.125736,-0.002145,0,0,0,0,0,1,1,0,0,0,1,1,0,0
0.032015,-0.062003,-0.083677,-0.055145,-0.05822,0.147894,0.055267,-0.142939,-0.055765,0.081663,-0.068869,0.151748,1,1,1,1,0,0,0,0,0,0,0,1,1,0
-0.252335,-0.024243,-0.045056,-0.019441,-0.173614,0.100674,-0.023605,-0.228159,0.003783,-0.196961,-0.110967,0.18274,0,0,0,1,1,0,0,0,0,0,0,1,1,0
-0.002145,0.049343,0.053304,0.073877,-0.012621,0.017852,-0.114297,-0.074362,-0.00074,-0.007461,0.064838,0.098502,0,0,1,1,0,0,0,0,0,0,0,1,1,0
0.003912,0.134157,-0.014675,-0.010924,0.017895,-0.09689,-0.049159,0.014514,0.073446,-0.024438,0.025681,-0.106212,1,1,1,0,0,0,0,0,0,0,0,1,1,0
0.200674,-0.081003,-0.004745,-0.074021,0.126738,-0.20615,0.379989,0.081445,-0.068567,-0.082292,0.185419,-0.182487,0,0,0,0,1,1,0,0,0,0,0,1,1,0
0.050151,-0.058909,-0.097786,-0.058585,-0.340314,0.032769,-0.048153,0.066809,-0.027982,-0.029913,0.060145,-0.056499,0,0,1,1,0,0,0,0,0,1,1,1,1,0
-0.202281,0.101312,0.105546,0.118863,-0.178963,0.148778,-0.141413,0.026061,0.156537,-0.070078,-0.137683,0.126923,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.063654,-0.039275,-0.033379,-0.011469,-0.215398,0.175068,-0.021156,-0.035334,-0.023282,-0.182613,-0.241729,0.168845,0,0,0,0,1,1,0,0,0,0,0,1,1,0
0.012752,-0.034948,0.017037,-0.038995,0.035697,0.035178,0.026117,0.096258,0.00735,0.070005,0.017241,0.002531,0,0,0,0,0,0,1,1,0,0,0,1,1,0
-0.118469,-0.092278,0.15026,-0.014498,-0.036586,0.089466,-0.112456,-0.218454,-0.114988,0.164645,-0.226801,-0.010015,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0.038068,-0.089872,-0.089314,-0.115843,0.0246,0.071578,0.043458,0.035378,-0.097765,0.193242,0.049255,0.053119,0,1,1,0,0,0,0,0,0,1,1,1,1,0
-0.019115,-0.057801,-0.0869,-0.039549,-0.113824,0.127935,0.049324,0.044132,-0.039939,0.171111,-0.052849,0.105389,0,1,1,0,0,0,0,0,0,0,0,1,1,0
0.028129,0.102195,0.040345,0.053698,0.136564,-0.114687,-0.172406,-0.109417,0.104686,-0.096772,-0.011962,-0.00928,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0.104659,-0.000394,0.08176,0.168833,0.076028,-0.115977,-0.065201,0.129367,-0.097862,0.011508,0.120806,-0.087379,1,1,1,1,0,0,0,0,0,0,0,1,1,0
-0.106189,-0.031368,-0.044499,-0.016224,0.056183,-0.142199,-0.011798,-0.074658,-0.007629,0.20368,-0.089536,-0.008015,0,0,1,1,1,1,0,0,0,0,0,1,1,0
-0.0743,-0.083584,-0.003112,-0.077996,-0.051269,0.023091,-0.081996,-0.099422,-0.081333,-0.016898,-0.12757,-0.017301,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.106492,0.072285,0.118105,-0.098408,0.006442,-0.03946,-0.09277,0.126413,-0.031394,0.031105,0.109454,-0.063127,0,1,1,0,0,0,0,0,0,0,0,1,1,0
0.174072,0.116702,0.037914,0.037538,0.019009,0.033922,-0.173008,0.19318,0.080874,-0.034836,0.163466,0.044001,0,0,0,0,1,1,1,0,0,0,0,1,1,0
0.011743,-0.046055,-0.01815,-0.033645,-0.014033,-0.122436,-0.037204,0.120556,0.029974,0.022614,0.149211,-0.079145,0,0,1,1,0,0,0,0,0,0,0,1,1,0
0.067897,-0.007829,-0.040445,0.034567,0.14053,-0.044653,-0.069219,0.140192,-0.038613,-0.032917,0.116736,-0.040866,1,1,1,1,0,0,0,0,0,0,0,1,1,0
-0.052049,-0.075154,-0.068525,-0.066995,-0.145803,0.130805,0.214159,-0.073558,-0.067853,-0.207552,-0.206078,0.115346,0,0,1,1,0,0,0,0,0,0,0,1,1,0
-0.06813,0.072187,0.106641,0.068841,-0.021605,0.084612,-0.10914,-0.229829,0.043445,0.009346,-0.103106,0.129674,0,0,1,1,0,0,0,0,0,0,0,1,1,0
-0.031023,-0.025086,0.144912,-0.096041,0.309201,-0.041702,-0.100676,-0.164701,-0.101093,-0.098238,-0.003092,-0.005326,0,0,1,1,0,0,0,0,0,0,0,1,1,0
-0.04809,-0.112194,0.091017,-0.178535,-0.008696,0.060613,0.079346,0.012404,-0.202277,0.093991,-0.054163,0.027716,0,0,0,0,0,0,1,1,0,0,0,1,1,0
-0.094759,0.295975,-0.055353,-0.030886,-0.065791,-0.020806,-0.028412,0.018487,0.321432,0.065665,-0.064665,-0.029949,1,0,0,0,0,0,0,0,0,0,0,1,1,0
-0.087794,-0.053607,0.003377,-0.098073,0.075349,-0.018074,-0.055777,-0.185095,-0.067707,-0.056086,-0.116631,-0.047655,0,0,0,0,1,1,1,1,0,0,0,1,1,0
0.052271,-0.045092,0.088678,0.032299,0.060799,0.037539,-0.114099,0.087062,-0.059426,-0.207233,-0.011517,-0.025046,0,0,1,1,0,0,0,0,1,1,0,1,1,0
0.012827,0.011224,0.091927,-0.013387,0.002845,-0.098195,0.13268,-0.014718,0.030786,0.063409,0.052998,-0.063669,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.018246,-0.035259,-0.05329,-0.041417,0.157241,-0.112059,-0.04515,0.026185,-0.037946,0.089567,0.036474,0.15221,0,1,1,0,0,0,0,0,0,0,0,0,0,0
-0.0372,0.206238,0.441368,-0.020622,0.129061,0.056541,-0.016384,0.102851,-0.019215,-0.123233,-0.01378,0.049316,1,1,0,0,0,1,1,0,0,0,0,0,0,0
0.173971,-0.022198,-0.057298,0.007717,-0.050516,-0.06429,-0.019286,0.345949,0.011296,-0.011331,0.105469,-0.149474,0,1,1,0,0,0,1,1,0,0,0,1,1,0
0.065826,-0.041308,-0.060638,-0.032029,0.097103,-0.013736,0.136194,-0.030497,-0.029225,0.028207,0.002888,0.031276,0,0,0,0,0,0,0,1,1,0,0,0,0,0
-0.230641,0.209308,0.051929,0.052668,-0.163177,0.035105,-0.055872,-0.109843,0.299334,0.036357,-0.150542,0.040887,1,0,0,0,0,0,0,0,0,0,0,1,1,0
-0.044759,-0.002278,-0.082106,-0.003671,-0.127388,0.01102,0.058733,-0.054306,-0.07966,-0.009037,-0.009991,0.118175,1,1,0,0,0,0,0,0,0,0,0,1,1,0
0.031108,-0.136479,-0.066007,-0.19584,-0.010728,-0.00181,0.127444,-0.046705,-0.190432,0.147602,0.015652,-0.101184,0,1,1,0,0,0,0,1,1,0,0,1,1,0
-0.000541,-0.082819,-0.073485,-0.077935,0.008344,-0.035937,-0.081802,0.00876,-0.081686,0.002856,-0.020368,-0.072936,1,1,1,1,0,0,0,0,0,0,0,1,1,0
0.065834,-0.01589,-0.085113,-0.053314,0.095425,-0.051822,-0.005458,-0.046501,-0.019762,-0.019514,0.035331,-0.041599,0,0,0,0,0,0,1,1,0,0,0,1,1,0
-0.082717,0.182145,-0.029103,-0.04945,-0.117741,0.055123,-0.034779,-0.170067,0.2562,-0.142799,-0.032546,0.040699,0,0,0,0,1,1,0,0,0,0,0,1,1,0
-0.09895,-0.172824,0.012495,-0.279408,-0.051847,0.054749,0.13031,-0.074719,-0.107174,-0.048226,-0.057498,0.039318,0,1,1,0,0,0,1,1,0,0,0,1,1,0
-0.007568,-0.030812,-0.054509,-0.014958,-0.081856,-0.093514,-0.018436,0.192665,-0.006763,0.089323,0.008513,-0.108742,0,1,1,0,0,0,0,0,0,0,0,0,0,0
-0.097233,-0.025533,-0.046813,-0.010813,-0.02741,-0.065522,-0.013925,-0.028106,0.002164,-0.091809,-0.099869,-0.086228,0,0,1,1,0,0,1,1,0,0,0,1,1,0
0.046809,0.458917,-0.04232,0.049713,0.024695,-0.089589,0.027346,0.013662,0.007243,-0.065706,0.078376,-0.047697,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.033551,0.131106,0.159201,-0.063342,0.024606,-0.0348,-0.164626,0.068265,0.053588,-0.171515,-0.047205,-0.011811,1,1,0,0,0,0,0,0,0,0,0,1,1,0
0.039366,0.040603,0.081496,-0.004324,-0.044226,0.075508,-0.184016,0.051276,0.077935,0.120846,0.04863,0.036022,0,0,0,0,1,1,0,0,0,0,0,1,1,0
0.018044,-0.068179,-0.072875,-0.071561,-0.00209,-0.143819,0.10489,-0.07626,-0.049036,0.129993,0.002427,-0.263833,0,0,0,0,1,1,0,0,0,0,0,1,1,0
-0.006904,0.256635,0.332557,0.026158,-0.019856,-0.08441,-0.040002,0.107661,0.057064,0.070756,0.02735,-0.025387,1,0,0,0,0,0,0,1,1,0,0,0,0,0
-0.031982,-0.021535,-0.05541,-0.024456,-0.035315,0.011292,-0.028001,-0.093557,0.021941,-0.01421,0.047358,-0.080369,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.048925,-0.056334,-0.08136,0.083955,-0.139499,-0.197864,-0.048767,-0.055002,-0.042022,0.106633,0.083678,-0.057751,0,0,0,0,1,1,0,0,0,0,0,1,1,0
-0.098886,-0.007362,0.102262,0.127297,-0.112724,0.124605,0.058999,0.009301,0.233663,0.058718,0.047584,0.169959,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.079915,0.08025,0.087437,-0.036198,-0.063543,0.14371,-0.094863,-0.076955,0.152924,-0.055756,-0.143378,0.088465,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.058346,-0.039266,-0.064081,-0.029679,-0.079107,0.042358,0.106656,0.131793,-0.025081,-0.105657,-0.073775,0.083324,0,1,1,0,0,0,0,0,0,0,0,1,1,0
0.141539,-0.084123,-0.020882,-0.077413,0.009634,-0.08445,-0.072967,-0.010548,-0.011592,-0.090473,0.050922,0.022647,0,0,0,0,0,0,0,0,0,0,0,1,1,0
-0.108426,0.018025,-0.090928,0.239878,-0.077026,-0.049003,-0.032883,0.077809,0.05316,-0.08636,-0.058305,0.018956,1,1,0,0,0,0,0,0,0,0,0,1,1,0
0.106995,-0.073943,-0.024795,-0.025835,0.019986,-0.066819,-0.01969,0.037257,0.01415,0.101582,0.143029,0.020276,0,0,0,0,0,1,1,0,0,1,1,0,0,0
0.051864,0.149145,0.065367,0.067796,0.000453,0.072157,-0.187439,-0.006697,0.090568,-0.162544,0.075052,0.025515,1,1,0,0,0,0,0,0,0,0,0,1,1,0
0.212582,-0.02158,0.022201,0.052726,0.114244,-0.10991,-0.014406,0.140823,-0.031193,0.119072,0.266887,-0.104482,0,0,0,0,0,1,1,0,0,0,0,1,1,0
-0.125407,-0.037499,-0.064234,-0.020232,0.016622,0.175812,-0.006473,-0.030494,-0.011643,-0.138363,-0.040402,0.102545,1,1,1,0,0,0,0,0,0,1,1,0,0,0
-0.004286,-0.067318,0.004437,-0.056344,-0.037085,-0.105243,0.063435,-0.12237,-0.054608,-0.004421,0.059239,-0.05059,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.000593,-0.072248,-0.099753,-0.062089,0.148853,-0.203146,0.052431,0.171936,-0.061332,0.133558,-0.052188,-0.176452,0,0,0,0,1,1,1,1,0,0,0,1,1,0
-0.042372,-0.048526,-0.059753,-0.06873,0.110525,0.078739,-0.054252,-0.047887,-0.042176,-0.102909,-0.118903,-0.03977,0,0,0,0,0,0,0,0,0,1,1,0,0,0
